"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predicted_price","difference","buy"
"982",5012,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR5","C",82,5,2.7,0.8,185,54,"Good","owner-occupied",51.317861,-0.153775,82,97,6,"woodmansterne","SES Water",63300,"Croydon","rail",0,1,0,0.4144738,411000,406165.446687593,4834.55331240688,0
"983",13618,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA3","D",120,5,5.9,3.3,279,153,"Average","owner-occupied",51.584988,-0.317838,155,51,4,"kenton","Affinity Water",58500,"Brent","tube",2,0,1,0.2230826,671000,666356.107878728,4643.89212127158,0
"984",1430,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E14","B",56.89,3,1.4,1.2,150,125,"Average","rental (private)",51.500964,-0.009437,20,6,2,"crossharbour and london arena","Thames Water",68500,"Tower Hamlets","light_rail",0,0,1,0.4679142,395000,390502.18516543,4497.81483456976,0
"985",4266,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA16","D",77.44,3,4.4,3,373,257,"Average","owner-occupied",51.462671,0.119484,152,45,5,"bexleyheath","Thames Water",54000,"Bexley","rail",0,1,0,0.7711574,373000,368662.923236468,4337.0767635316,0
"986",12528,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N1","D",163,5,6.9,2.6,241,89,"Good","owner-occupied",51.535331,-0.099801,61,29,1,"angel","Thames Water",63500,"Islington","tube",1,0,0,0.3840252,1941000,1936674.70547738,4325.29452261841,0
"987",3217,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA6","D",60,3,4.5,2.8,427,263,"Average","owner-occupied",51.609896,-0.426734,79,73,6,"northwood","Affinity Water",55500,"Hillingdon","tube",1,0,0,0.3380416,327000,322875.384912221,4124.61508777912,0
"988",12364,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N4","E",71,4,4.8,3.4,384,269,"Very Poor","rental (private)",51.564699,-0.090829,144,28,2,"manor house","Thames Water",50400,"Hackney","tube",1,0,0,0.6481202,555000,550907.479791862,4092.52020813758,0
"989",2269,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA15","D",104,6,4.3,1.5,236,78,"Average","owner-occupied",51.450419,0.092144,79,37,4,"falconwood","Thames Water",56500,"Bexley","rail",0,1,0,1.1893596,499000,494916.016927371,4083.98307262879,0
"990",9089,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"EC1V","C",86,3,2.5,1.4,165,95,"Average","owner-occupied",51.526196,-0.099878,22,27,1,"barbican","Thames Water",48900,"Islington","tube",3,0,0,0.379054,761000,757261.945037834,3738.05496216565,0
"991",1472,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT4","C",47.76,2,1.5,1.5,168,163,"Good","owner-occupied",51.38061,-0.228144,34,35,4,"worcester park","SES Water",55400,"Sutton","rail",0,1,0,1.109199,302000,298353.552374156,3646.44762584427,0
"992",1453,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"HA9","D",227,5,8,4.6,200,113,"Good","owner-occupied",51.567797,-0.272142,59,62,4,"wembley park","Affinity Water",47200,"Brent","tube",2,0,0,0.4554862,1145000,1141480.14221324,3519.85778676462,0
"993",14586,NA,NA,"F","N","L",NA,NA,NA,"STREATHAM",NA,NA,"SW16","C",58,3,2,1.8,193,181,"Good","owner-occupied",51.434439,-0.11796,19,64,3,"streatham hill","Thames Water",55900,"Croydon","rail",0,1,0,0.674219,335000,331989.608168333,3010.39183166699,0
"994",2758,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"EN2","D",137,6,5.2,2.3,216,93,"Good","owner-occupied",51.651936,-0.085373,68,30,5,"enfield chase","Thames Water",65200,"Enfield","rail",0,1,0,0.3846466,768000,764997.440706956,3002.55929304368,0
"995",8648,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA15","D",66,4,2.9,1.1,256,91,"Good","owner-occupied",51.445371,0.092793,96,34,5,"sidcup","Thames Water",56500,"Bexley","rail",0,1,0,1.1259768,380000,377141.336407194,2858.66359280649,0
"996",10995,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA15","D",77,4,3.6,1.4,265,104,"Average","owner-occupied",51.443693,0.090083,178,34,5,"sidcup","Thames Water",56500,"Bexley","rail",0,1,0,1.0700508,410000,407220.09192631,2779.90807368961,0
"997",723,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"EN1","E",58.03,3,4.3,3.2,385,288,"Good","owner-occupied",51.659241,-0.078429,75,33,5,"enfield town","Thames Water",55200,"Enfield","light_rail",0,0,1,0.5629884,313000,310438.526603162,2561.47339683806,0
"998",15263,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N17","D",46,4,2.7,0.8,331,93,"Average","rental (private)",51.597739,-0.067872,65,13,3,"bruce grove","Thames Water",39600,"Haringey","light_rail",0,0,1,0.3187782,372000,369543.832662873,2456.16733712732,0
"999",15615,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"DA14","C",61.49,3,2,1.8,175,149,"Average","owner-occupied",51.423842,0.108855,15,56,5,"sidcup","Thames Water",50500,"Bexley","rail",0,1,0,1.047059,253000,250596.911085287,2403.08891471309,0
"1000",4318,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE9","D",112,4,6.2,2.4,261,94,"Good","owner-occupied",51.43799,0.047363,47,45,4,"mottingham","Thames Water",50600,"Greenwich","rail",0,1,0,0.3063502,477000,474612.846888353,2387.15311164747,0
"1001",5336,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"RM13","D",149,7,5,2.6,176,88,"Good","owner-occupied",51.525202,0.214159,76,11,6,"rainham","Essex & Suffolk Water",49000,"Havering","rail",0,2,0,1.401257,535000,532760.803379057,2239.19662094302,0
"1002",12339,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW11","C",46,3,1.7,1.3,207,158,"Average","owner-occupied",51.425853,-0.331211,58,11,6,"teddington","Thames Water",64300,"Richmond upon Thames","rail",0,1,0,0.2000908,368000,365947.082519595,2052.91748040478,0
"1003",14461,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW14","C",77,3,2.6,2.5,200,190,"Average","owner-occupied",51.448252,-0.442859,193,18,6,"heathrow terminal 4","Affinity Water",49000,"Hounslow","tube",1,1,0,1.5727634,279000,277003.271178518,1996.72882148204,0
"1004",1743,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE9","D",90,5,4.3,1.4,269,89,"Average","owner-occupied",51.437016,0.046988,80,45,4,"mottingham","Thames Water",50600,"Greenwich","rail",0,1,0,0.4449224,4e+05,398148.560103518,1851.43989648245,0
"1005",834,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE9","C",74,4,2.1,0.9,160,65,"Average","owner-occupied",51.439894,0.077665,68,41,4,"new eltham","Thames Water",41000,"Greenwich","rail",0,1,0,0.4157166,333000,331468.773160355,1531.22683964518,0
"1006",11165,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"UB8","E",43,2,3.1,2.1,417,283,"Average","owner-occupied",51.523684,-0.483776,71,30,6,"west drayton","Affinity Water",51700,"Hillingdon","rail",0,1,0,1.1912238,216000,214495.187161249,1504.81283875112,0
"1007",4658,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW11","D",53,2,3.2,1.1,311,112,"Very Poor","owner-occupied",51.462048,-0.164574,86,18,2,"clapham junction","Thames Water",73000,"Wandsworth","light_rail",0,1,1,0.4082598,504000,502580.144415217,1419.8555847829,0
"1008",8778,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR3","C",108.84,4,2.6,2.3,124,112,"Average","owner-occupied",51.412601,-0.020022,25,47,4,"beckenham junction","Thames Water",60200,"Bromley","light_rail",0,2,1,0.3461198,466000,464658.098520886,1341.90147911408,0
"1009",11688,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE10","E",109.52,7,7.3,5.5,396,299,"Average","rental (private)",51.485831,0.012154,123,12,3,"westcombe park","Thames Water",63600,"Greenwich","rail",0,1,0,0.4530006,751000,749837.886899039,1162.11310096085,0
"1010",959,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM8","D",61,4,3.4,0.8,318,71,"Average","owner-occupied",51.551305,0.119909,148,10,5,"becontree","Essex & Suffolk Water",42300,"Barking and Dagenham","tube",1,0,0,1.0203388,294000,292869.855249806,1130.14475019416,0
"1011",3300,NA,NA,"F","N","F",NA,NA,NA,NA,NA,NA,"SM4","D",47,3,2.7,1.2,338,146,"Good","owner-occupied",51.398106,-0.185061,132,21,3,"belgrave walk","SES Water",49800,"Merton","light_rail",0,0,1,0.562367,252000,251048.522693428,951.477306572342,0
"1012",15240,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N17","D",88,5,4.5,2.1,290,135,"Average","owner-occupied",51.592663,-0.065951,76,9,3,"bruce grove","Thames Water",44000,"Haringey","light_rail",0,0,1,0.3983174,464000,463475.103809006,524.896190993662,0
"1013",12495,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"EN4","E",76,4,5.3,3,392,219,"Good","owner-occupied",51.633177,-0.154973,51,64,4,"oakleigh park","Affinity Water",51100,"Barnet","rail",0,1,0,0.7407088,474000,473486.918917882,513.081082117744,0
"1014",3786,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE15","C",75,4,2.6,1.6,183,109,"Average","owner-occupied",51.463492,-0.067516,17,22,2,"peckham rye","Thames Water",45300,"Southwark","light_rail",0,1,1,0.5381324,430000,429650.75910354,349.240896459843,0
"1015",6538,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA1","D",94,5,4.7,2.6,286,153,"Average","owner-occupied",51.577453,-0.345667,81,67,5,"west harrow","Affinity Water",57000,"Brent","tube",1,0,0,0.5163834,525000,525043.828065176,-43.8280651759123,0
"1016",8797,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"UB8","C",51.61,3,2.7,2.6,342,339,"Average","rental (private)",51.524188,-0.483139,86,30,6,"west drayton","Affinity Water",51700,"Hillingdon","rail",0,1,0,1.3136396,233000,233889.52563767,-889.525637670129,0
"1017",5594,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM12","D",81,4,3.7,1,257,70,"Average","owner-occupied",51.54934,0.197041,90,11,6,"elm park","Essex & Suffolk Water",48200,"Havering","tube",1,0,0,0.1516216,351000,351988.360340877,-988.36034087697,0
"1018",2263,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"RM7","C",67,4,1.5,1.2,117,97,"Good","owner-occupied",51.565926,0.169328,98,16,6,"romford","Essex & Suffolk Water",48400,"Havering","light_rail",0,1,1,1.329796,248000,249029.915167039,-1029.91516703909,0
"1019",13777,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW14","D",42,2,2.3,2,330,285,"Average","owner-occupied",51.448958,-0.42037,179,20,6,"feltham","Affinity Water",53700,"Hounslow","rail",0,1,0,0.7028034,226000,227518.032579111,-1518.03257911085,0
"1020",974,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"DA6","C",57,2,3.3,2.8,338,288,"Good","owner-occupied",51.455691,0.147704,49,56,5,"bexleyheath","Thames Water",49900,"Bexley","rail",0,1,0,1.0855858,243000,244618.532774632,-1618.53277463227,0
"1021",1624,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W6","D",75,3,3.4,2.1,234,147,"Good","rental (private)",51.485703,-0.216152,71,6,2,"barons court","Thames Water",51700,"Hammersmith and Fulham","tube",2,0,0,0.5723094,584000,585818.760073996,-1818.76007399592,0
"1022",3624,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","C",111,5,3,1.4,155,70,"Average","rental (private)",51.598533,-0.022645,120,15,3,"walthamstow central","Thames Water",54500,"Waltham Forest","tube",1,0,1,1.1700962,604000,606026.646334142,-2026.64633414196,0
"1023",12688,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW4","D",57,3,2.3,1.4,227,142,"Average","rental (private)",51.456809,-0.131175,14,28,2,"clapham common","Thames Water",53200,"Lambeth","tube",1,0,0,0.6195358,393000,395208.830413598,-2208.83041359828,0
"1024",5780,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM1","D",84,5,3.7,1,249,65,"Average","owner-occupied",51.60222,0.181065,128,41,6,"gidea park","Essex & Suffolk Water",49800,"Havering","rail",0,1,0,2.491814,376000,378380.232042338,-2380.23204233771,0
"1025",12063,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA7","D",87,5,4.1,1.4,263,87,"Average","owner-occupied",51.620185,-0.296704,141,77,5,"stanmore","Affinity Water",55100,"Harrow","tube",1,0,0,0.3858894,486000,488452.373434904,-2452.37343490432,0
"1026",7984,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE23","D",65.14,3,3.5,3.1,324,286,"Average","owner-occupied",51.445749,-0.036649,97,46,3,"catford","Thames Water",60600,"Lewisham","rail",0,1,0,0.6916182,359000,361552.613506731,-2552.6135067307,0
"1027",14048,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"SM6","E",136,8,8.7,3.8,361,158,"Average","owner-occupied",51.350577,-0.138444,87,90,5,"wallington","SES Water",59500,"Sutton","rail",0,1,0,1.2415572,677000,679642.768289521,-2642.76828952087,0
"1028",7815,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG8","C",56,4,2,0.6,204,59,"Average","owner-occupied",51.602667,0.043094,103,15,4,"woodford","Thames Water",53600,"Redbridge","tube",1,0,0,0.8705814,370000,372647.596653371,-2647.59665337059,0
"1029",10801,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW15","C",56.09,3,2.1,1.3,223,138,"Average","rental (private)",51.466717,-0.217728,44,13,2,"putney","Thames Water",71500,"Kingston upon Thames","rail",0,1,0,0.3958318,448000,450734.496143221,-2734.49614322057,0
"1030",10931,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR0","D",66,3,3,1,258,80,"Average","owner-occupied",51.372234,-0.125081,73,40,5,"waddon","SES Water",57200,"Croydon","rail",0,1,0,0.7885566,352000,354746.352398449,-2746.3523984495,0
"1031",9442,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E11","D",94,5,4.3,2.3,261,139,"Average","owner-occupied",51.555092,-0.002084,235,10,3,"leyton","Thames Water",44000,"Redbridge","tube",1,0,0,0.4623216,480000,482853.897546275,-2853.89754627482,0
"1032",2852,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW16","D",54,3,2.9,1.7,307,177,"Average","owner-occupied",51.419877,-0.134597,114,36,3,"streatham common","Thames Water",57700,"Croydon","rail",0,1,0,0.083889,319000,322318.175035806,-3318.17503580562,0
"1033",7884,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N4","C",65,4,1.9,1.2,167,103,"Good","owner-occupied",51.577671,-0.112843,42,65,3,"harringay","Thames Water",65500,"Hackney","rail",0,1,0,0.3753256,453000,456417.332576355,-3417.33257635526,0
"1034",13855,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA1","C",32,1,0.9,0.9,165,165,"Good","owner-occupied",51.585782,-0.337541,202,63,5,"harrow-on-the-hill","Affinity Water",56000,"Brent","tube",1,1,0,0.5493176,232000,235504.702032711,-3504.70203271144,0
"1035",6949,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"NW11","E",127,6,7.9,2.8,352,123,"Very Poor","owner-occupied",51.574621,-0.189771,40,77,3,"golders green","Thames Water",65500,"Barnet","tube",1,0,0,0.428766,1082000,1085534.52239184,-3534.52239184198,0
"1036",6157,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"SM5","D",94,6,5,1.6,305,97,"Very Poor","owner-occupied",51.379551,-0.172704,113,37,5,"carshalton","SES Water",48600,"Sutton","rail",0,1,0,0.8966802,442000,445547.21386143,-3547.21386143012,0
"1037",9603,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA6","C",99,4,2.7,2.5,152,141,"Average","rental (private)",51.610883,-0.42527,67,73,6,"northwood","Affinity Water",55500,"Hillingdon","tube",1,0,0,0.1410578,457000,460693.726947146,-3693.72694714647,0
"1038",4801,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG1","D",107,5,4.9,1.4,259,73,"Average","owner-occupied",51.575756,0.054746,123,22,4,"redbridge","Thames Water",50200,"Redbridge","tube",1,0,0,0.512655,472000,475815.779280578,-3815.77928057755,0
"1039",4221,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE26","C",50,2,1.5,1,164,119,"Average","owner-occupied",51.426169,-0.043992,63,35,4,"lower sydenham","Thames Water",52600,"Lewisham","rail",0,1,0,0.71461,242000,245879.780665115,-3879.78066511545,0
"1040",11466,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W12","C",78,4,2.2,0.8,158,54,"Good","owner-occupied",51.516736,-0.229756,80,11,2,"white city","Thames Water",45900,"Hammersmith and Fulham","tube",1,0,0,0.40391,629000,632882.92780054,-3882.92780054011,0
"1041",12449,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE25","E",105,4,7.4,7.2,367,354,"Average","rental (private)",51.404656,-0.082448,45,79,4,"norwood junction","Thames Water",51400,"Croydon","light_rail",0,1,1,0.615186,386000,389966.220817511,-3966.2208175108,0
"1042",15742,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"DA8","C",46,2,2,1.7,261,223,"Average","owner-occupied",51.482219,0.182364,70,5,6,"erith","Thames Water",45100,"Bexley","rail",0,1,0,0.7506512,166000,169984.573607507,-3984.57360750722,0
"1043",9140,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE1","C",53,3,1.4,1,155,111,"Average","owner-occupied",51.48745,-0.0714,95,4,2,"south bermondsey","Thames Water",47500,"Southwark","rail",0,1,0,0.8991658,308000,312020.165071338,-4020.16507133789,0
"1044",4612,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR6","E",60,4,4.7,1.7,407,137,"Very Poor","owner-occupied",51.37867,0.082723,55,90,6,"orpington","Thames Water",66900,"Bromley","rail",0,1,0,0.5486962,440000,444095.903193259,-4095.90319325874,0
"1045",30,NA,NA,"F","N","F",NA,NA,NA,NA,NA,NA,"TW13","F",74,3,6.9,2.6,482,177,"Very Poor","owner-occupied",51.435047,-0.400464,77,20,6,"feltham","Thames Water",52700,"Hounslow","rail",0,1,0,1.3677014,343000,347118.323783604,-4118.32378360414,0
"1046",5828,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE15","D",48.96,2,3.4,3.2,464,428,"Good","rental (private)",51.47998,-0.080849,41,5,2,"peckham rye","Thames Water",46100,"Southwark","light_rail",0,1,1,1.0694294,299000,303127.896953787,-4127.89695378678,0
"1047",9360,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR2","E",42,3,3,1.9,425,273,"Good","rental (private)",51.354576,-0.096273,55,57,6,"sanderstead","Thames Water",62300,"Croydon","rail",0,1,0,0.5474534,225000,229221.61216657,-4221.61216656963,0
"1048",6988,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE27","C",68,4,2.2,1.5,184,125,"Good","rental (private)",51.431719,-0.095399,147,59,3,"west norwood","Thames Water",58200,"Lambeth","rail",0,1,0,0.4188236,384000,388337.992610286,-4337.99261028576,0
"1049",8853,NA,NA,"F","N","L",NA,NA,NA,"BARKINGSIDE",NA,NA,"IG6","C",47,2,1.3,1.3,157,153,"Average","owner-occupied",51.595304,0.085414,108,31,4,"fairlop","Thames Water",51500,"Redbridge","tube",1,0,0,0.3305848,222000,226448.750212396,-4448.75021239623,0
"1050",14190,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"UB4","D",55.3,3,2.8,2.5,335,300,"Good","owner-occupied",51.539972,-0.433357,57,36,6,"hillingdon","Affinity Water",49300,"Hillingdon","tube",2,0,0,2.4539086,249000,253509.384455718,-4509.38445571769,0
"1051",7973,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG6","D",85,5,3.9,1.9,263,125,"Average","owner-occupied",51.590684,0.085837,116,29,4,"barkingside","Essex & Suffolk Water",51500,"Redbridge","tube",1,0,0,0.3622762,387000,391754.180674763,-4754.18067476252,0
"1052",9011,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM8","D",67,3,3,0.9,251,76,"Average","owner-occupied",51.557204,0.124929,202,12,5,"chadwell heath","Essex & Suffolk Water",40800,"Barking and Dagenham","rail",0,1,0,1.0458162,304000,308782.872969967,-4782.87296996708,0
"1053",9778,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W9","D",58,3,2.7,1.4,270,139,"Good","rental (private)",51.531668,-0.183589,53,39,2,"maida vale","Thames Water",59600,"Westminster","tube",2,0,0,0.1037738,579000,583798.719711062,-4798.7197110618,0
"1054",997,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"RM6","E",65,3,4.6,2.9,406,255,"Average","owner-occupied",51.57146,0.143546,41,20,5,"chadwell heath","Essex & Suffolk Water",47800,"Redbridge","rail",0,1,0,0.8227336,250000,255153.737488444,-5153.73748844414,0
"1055",5258,NA,NA,"T","N","F",NA,NA,NA,"PLUMSTEAD",NA,NA,"SE18","E",61,3,4.1,1.2,346,95,"Poor","owner-occupied",51.484949,0.095801,137,36,4,"plumstead","Thames Water",43900,"Greenwich","rail",0,1,0,0.7649434,339000,344215.816097563,-5215.81609756307,0
"1056",15398,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM2","D",62.88,5,2.7,2.2,260,211,"Average","owner-occupied",51.578918,0.191726,33,23,6,"romford","Essex & Suffolk Water",43400,"Havering","light_rail",0,1,1,0.4778566,311000,316289.735035224,-5289.73503522377,0
"1057",5996,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"EN3","E",97,4,5.7,3.6,335,205,"Average","owner-occupied",51.646435,-0.036518,72,16,5,"ponders end","Thames Water",38700,"Enfield","rail",0,1,0,0.4051528,410000,415374.780499917,-5374.78049991705,0
"1058",9198,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SM2","C",34,2,1.6,1.5,259,248,"Good","owner-occupied",51.351987,-0.196409,40,77,5,"belmont","SES Water",48800,"Sutton","rail",0,1,0,0.5642312,188000,193798.843691811,-5798.84369181053,0
"1059",7878,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW11","D",108.14,7,6.1,5.3,305,266,"Very Poor","rental (private)",51.463476,-0.156974,111,24,2,"clapham junction","Thames Water",80600,"Wandsworth","light_rail",0,1,1,0.7556224,1078000,1083893.88857157,-5893.8885715683,0
"1060",2709,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM12","E",87,4,5.6,1.1,363,72,"Average","owner-occupied",51.555238,0.20523,98,18,6,"elm park","Essex & Suffolk Water",52100,"Havering","tube",1,0,0,0.705289,385000,390933.208958506,-5933.20895850565,0
"1061",10717,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E15","C",50,2,1.3,1.1,150,132,"Average","owner-occupied",51.539892,0.010186,131,9,3,"stratford high street","Thames Water",45300,"Newham","light_rail",0,0,1,0.7282808,248000,254003.602140844,-6003.60214084425,0
"1062",14931,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW11","C",61,3,2.2,1.6,208,151,"Average","owner-occupied",51.429379,-0.347755,10,16,6,"fulwell","Thames Water",62200,"Richmond upon Thames","rail",0,1,0,0.6419062,338000,344329.316703339,-6329.31670333858,0
"1063",9449,NA,NA,"F","N","L",NA,NA,NA,"ACTON",NA,NA,"W3","D",42,2,1.9,1.1,252,153,"Good","rental (private)",51.506426,-0.263044,155,13,2,"acton central","Thames Water",72900,"Ealing","light_rail",0,0,1,0.3088358,417000,423418.130074101,-6418.13007410069,0
"1064",3997,NA,NA,"F","N","F",NA,NA,NA,NA,NA,NA,"SE23","D",113,5,5.2,2.7,260,134,"Good","owner-occupied",51.44228,-0.037805,63,30,3,"catford","Thames Water",58000,"Lewisham","rail",0,1,0,0.6512272,527000,533419.251354027,-6419.25135402696,0
"1065",15091,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW16","C",161,6,4.5,3.1,157,106,"Average","owner-occupied",51.425408,-0.147128,45,39,3,"streatham common","Thames Water",59800,"Croydon","rail",0,1,0,0.8258406,959000,965523.974317784,-6523.9743177843,0
"1066",1187,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR4","C",84,4,2.4,1.1,175,82,"Average","owner-occupied",51.379446,-0.021151,96,71,5,"west wickham","Thames Water",57200,"Bromley","rail",0,1,0,0.4150952,422000,428558.872872699,-6558.87287269934,0
"1067",15534,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA16","D",90,5,4.3,1.7,273,104,"Average","owner-occupied",51.473109,0.117102,91,51,4,"welling","Thames Water",51300,"Bexley","rail",0,1,0,1.0911784,366000,372581.411245322,-6581.41124532226,0
"1068",15758,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR8","B",71.2,3,1.4,1.3,122,108,"Average","owner-occupied",51.340825,-0.114001,82,66,6,"purley","SES Water",58600,"Croydon","rail",0,1,0,0.2398604,270000,276688.477565271,-6688.47756527091,0
"1069",7920,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SM6","C",49,2,1.6,1.3,167,145,"Average","owner-occupied",51.3567,-0.131575,98,70,5,"wallington","SES Water",44600,"Sutton","rail",0,1,0,1.3987714,202000,208718.376919956,-6718.37691995609,0
"1070",223,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE2","D",71,3,2.8,1.1,222,87,"Average","owner-occupied",51.493133,0.116315,70,1,4,"abbey wood","Thames Water",41900,"Greenwich","rail",0,1,0,0.6561984,3e+05,306801.204990437,-6801.20499043743,0
"1071",5411,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"NW7","E",109,6,6.5,3.5,356,191,"Average","owner-occupied",51.61236,-0.220796,68,80,4,"mill hill east","Affinity Water",55000,"Barnet","tube",1,0,0,0.7854496,599000,605833.516512801,-6833.51651280071,0
"1072",8931,NA,NA,"D","N","F",NA,NA,NA,"FOREST HILL",NA,NA,"SE23","E",103,5,5.3,1.4,294,74,"Average","owner-occupied",51.441696,-0.045384,137,35,3,"forest hill","Thames Water",58000,"Lewisham","light_rail",0,1,1,0.6164288,605000,612034.224086015,-7034.22408601467,0
"1073",14620,NA,NA,"T","N","F",NA,NA,NA,"EAST DULWICH",NA,NA,"SE22","D",173,7,6.5,3.4,213,111,"Average","owner-occupied",51.454461,-0.076072,20,34,2,"north dulwich","Thames Water",67000,"Southwark","rail",0,1,0,0.7556224,1365000,1372035.11411362,-7035.11411361839,0
"1074",10948,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR0","D",74,4,2.9,1.3,222,94,"Average","owner-occupied",51.389501,-0.046388,109,41,3,"arena","Thames Water",56200,"Croydon","light_rail",0,0,1,0.7605936,407000,414106.121072362,-7106.12107236229,0
